x,y,v
46,98,56
46,100,54
46,102,51
46,104,49
46,106,46
46,108,43
46,110,40
46,112,37
46,114,34
46,116,32
46,118,29
46,120,27
46,122,24
46,124,22
46,126,20
46,128,18
46,130,16
46,132,15
46,134,13
46,136,12
46,138,11
46,140,10
46,142,9
46,144,8
46,146,7
46,148,7
48,0,4
48,2,4
48,4,4
48,6,5
48,8,5
48,10,5
48,12,6
48,14,6
48,16,6
48,18,7
48,20,7
48,22,8
48,24,8
48,26,9
48,28,10
48,30,11
48,32,12
48,34,13
48,36,14
48,38,16
48,40,18
48,42,20
48,44,22
48,46,24
48,48,26
48,50,28
48,52,31
48,54,34
48,56,37
48,58,40
48,60,42
48,62,45
48,64,48
48,66,51
48,68,53
48,70,56
48,72,58
48,74,60
48,76,62
48,78,64
48,80,65
48,82,66
48,84,66
48,86,66
48,88,66
48,90,65
48,92,64
48,94,62
48,96,60
48,98,58
48,100,56
48,102,53
48,104,51
48,106,48
48,108,45
48,110,42
48,112,39
48,114,36
48,116,33
48,118,30
48,120,28
48,122,25
48,124,23
48,126,21
48,128,19
48,130,17
48,132,16
48,134,14
48,136,13
48,138,11
48,140,10
48,142,9
48,144,9
48,146,8
48,148,7
50,0,4
50,2,5
50,4,4
50,6,5
50,8,5
50,10,5
50,12,6
50,14,6
50,16,6
50,18,7
50,20,8
50,22,8
50,24,9
50,26,10
50,28,10
50,30,12
50,32,13
50,34,14
50,36,15
50,38,17
50,40,19
50,42,20
50,44,22
50,46,24
50,48,27
50,50,29
50,52,32
50,54,34
50,56,37
50,58,40
50,60,43
50,62,46
50,64,49
50,66,52
50,68,55
50,70,57
50,72,60
50,74,62
50,76,64
50,78,65
50,80,66
50,82,67
50,84,68
50,86,68
50,88,67
50,90,66
50,92,65
50,94,64
50,96,62
50,98,59
50,100,57
50,102,54
50,104,52
50,106,49
50,108,46
50,110,43
50,112,39
50,114,37
50,116,34
50,118,31
50,120,28
50,122,26
50,124,24
50,126,22
50,128,20
50,130,18
50,132,16
50,134,14
50,136,13
50,138,12
50,140,11
50,142,10
50,144,9
50,146,8
50,148,7
52,0,4
52,2,5
52,4,4
52,6,5
52,8,5
52,10,6
52,12,6
52,14,6
52,16,7
