x,y,v
192,96,-26
192,100,-26
192,104,-27
192,108,-26
192,112,-26
192,116,-26
192,120,-26
192,124,-26
192,128,-26
192,132,-26
192,136,-26
192,140,-26
192,144,-26
192,148,-26
196,0,-26
196,4,-26
196,8,-26
196,12,-26
196,16,-26
196,20,-26
196,24,-26
196,28,-26
196,32,-26
196,36,-26
196,40,-26
196,44,-26
196,48,-26
196,52,-27
196,56,-27
196,60,-26
196,64,-26
196,68,-26
196,72,-26
196,76,-26
196,80,-26
196,84,-26
196,88,-26
196,92,-26
196,96,-26
196,100,-26
196,104,-26
196,108,-26
196,112,-26
196,116,-26
196,120,-26
196,124,-26
196,128,-26
196,132,-26
196,136,-26
196,140,-26
196,144,-26
196,148,-26
200,0,-26
200,4,-27
200,8,-26
200,12,-26
200,16,-26
200,20,-26
200,24,-26
200,28,-26
200,32,-26
200,36,-26
200,40,-26
200,44,-26
200,48,-27
200,52,-26
200,56,-26
200,60,-26
200,64,-26
200,68,-26
200,72,-27
200,76,-26
200,80,-26
200,84,-26
200,88,-26
200,92,-26
200,96,-26
200,100,-26
200,104,-26
200,108,-26
200,112,-26
200,116,-26
200,120,-26
200,124,-26
200,128,-26
200,132,-26
200,136,-26
200,140,-26
200,144,-26
200,148,-26
204,0,-26
204,4,-26
204,8,-26
204,12,-26
204,16,-26
204,20,-26
204,24,-26
204,28,-26
204,32,-26
204,36,-26
204,40,-26
204,44,-26
204,48,-26
204,52,-26
204,56,-26
204,60,-26
204,64,-26
204,68,-26
204,72,-26
204,76,-26
204,80,-26
204,84,-26
204,88,-26
204,92,-26
204,96,-26
204,100,-26
204,104,-26
204,108,-26
204,112,-26
204,116,-26
204,120,-26
204,124,-26
204,128,-26
204,132,-26
204,136,-26
204,140,-26
204,144,-27
